,id,anios_estudiados,barrio,categoria_de_trabajo,edad,educacion_alcanzada,estado_marital,ganancia_perdida_declarada_bolsa_argentina,genero,horas_trabajo_registradas,religion,representatividad_poblacional,rol_familiar_registrado,trabajo,tiene_alto_valor_adquisitivo
12228,12229,13,Palermo,monotibutista,31,4_anio,sin_matrimonio,0,hombre,27,cristianismo,197193,sin_familia,otros,0
12229,12230,14,Parque Avellaneda,monotibutista,81,5_anio,matrimonio_civil,0,hombre,25,cristianismo,184762,casado,soporte_tecnico,1
12230,12231,13,Palermo,relacion_de_dependencia,40,4_anio,divorciado,0,hombre,40,judaismo,200671,con_hijos,inspector,0
12231,12232,14,Palermo,relacion_de_dependencia,47,5_anio,matrimonio_civil,0,hombre,10,cristianismo,186539,casado,otros,0
12232,12233,13,Palermo,relacion_de_dependencia,39,4_anio,matrimonio_civil,0,hombre,50,cristianismo,199816,casado,transporte,0
12233,12234,13,Palermo,relacion_de_dependencia,42,4_anio,matrimonio_civil,0,hombre,40,cristianismo,171351,casado,limpiador,0
12234,12235,8,Monserrat,relacion_de_dependencia,29,7-8_grado,matrimonio_civil,0,hombre,40,cristianismo,119793,casado,reparador,0
12235,12236,13,Palermo,empleado_municipal,40,4_anio,matrimonio_civil,0,hombre,48,cristianismo,38876,casado,directivo_gerente,0
12236,12237,17,Palermo,relacion_de_dependencia,28,universidad_3_anio,matrimonio_civil,4386,mujer,20,cristianismo,145242,casada,profesional_especializado,1
12237,12238,13,Palermo,No respondio,19,4_anio,sin_matrimonio,0,hombre,40,cristianismo,292774,con_hijos,No respondio,0
12238,12239,15,Palermo,empleado_provincial,32,universidad_1_anio,divorciado,0,mujer,43,cristianismo,217251,sin_familia,directivo_gerente,0
12239,12240,14,Palermo,relacion_de_dependencia,35,5_anio,matrimonio_civil,0,hombre,60,cristianismo,195253,casado,directivo_gerente,1
12240,12241,16,Palermo,No respondio,35,universidad_2_anio,matrimonio_civil,0,hombre,15,cristianismo,139854,casado,No respondio,0
12241,12242,18,Palermo,empleado_provincial,52,universidad_4_anio,divorciado,0,mujer,40,cristianismo,145072,sin_familia,profesional_especializado,0
12242,12243,12,Palermo,relacion_de_dependencia,17,3_anio,sin_matrimonio,0,mujer,24,cristianismo,108085,con_hijos,otros,0
12243,12244,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,mujer,40,cristianismo,72055,soltero_a,entretenimiento,0
12244,12245,8,Palermo,relacion_de_dependencia,76,7-8_grado,matrimonio_civil,0,hombre,45,cristianismo,82628,casado,otros,0
12245,12246,20,Palermo,monotibutista,41,universiada_6_anio,sin_matrimonio,0,hombre,30,cristianismo,49156,sin_familia,profesional_especializado,1
12246,12247,13,Palermo,relacion_de_dependencia,46,4_anio,divorciado,0,mujer,55,cristianismo,187666,soltero_a,directivo_gerente,0
12247,12248,17,Palermo,monotibutista,49,universidad_3_anio,matrimonio_civil,0,hombre,60,cristianismo,225456,casado,ventas,0
12248,12249,13,Palermo,empleadao_estatal,60,4_anio,pareja_no_presente,0,hombre,40,cristianismo,286253,sin_familia,limpiador,0
12249,12250,13,Palermo,No respondio,65,4_anio,matrimonio_civil,0,hombre,40,cristianismo,168548,casado,No respondio,0
12250,12251,13,Palermo,relacion_de_dependencia,62,4_anio,sin_matrimonio,0,mujer,37,judaismo,190384,sin_familia,entretenimiento,0
12251,12252,16,Villa Urquiza,empleadao_estatal,46,universidad_2_anio,matrimonio_civil,0,hombre,40,cristianismo,362835,casado,profesional_especializado,1
12252,12253,13,Palermo,relacion_de_dependencia,50,4_anio,pareja_no_presente,0,hombre,45,cristianismo,243322,sin_familia,transporte,0
12253,12254,15,Palermo,relacion_de_dependencia,39,universidad_1_anio,separado,594,mujer,40,cristianismo,49105,con_hijos,entretenimiento,0
12254,12255,14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,30,cristianismo,72520,con_hijos,otros,0
12255,12256,17,Palermo,relacion_de_dependencia,38,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,200352,casado,directivo_gerente,1
12256,12257,13,Palermo,relacion_de_dependencia,56,4_anio,divorciado,0,hombre,10,cristianismo,146660,soltero_a,limpiador,0
12257,12258,15,Belgrano,monotibutista,30,universidad_1_anio,separado,0,hombre,40,cristianismo,247328,sin_familia,ventas,0
12258,12259,13,Recoleta,relacion_de_dependencia,41,4_anio,matrimonio_civil,0,hombre,40,cristianismo,304605,casado,reparador,0
12259,12260,17,Palermo,relacion_de_dependencia,29,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,309778,sin_familia,reparador,0
12260,12261,17,Palermo,relacion_de_dependencia,43,universidad_3_anio,matrimonio_civil,0,hombre,60,cristianismo,248476,casado,limpiador,0
12261,12262,17,Villa Devoto,relacion_de_dependencia,28,universidad_3_anio,matrimonio_civil,0,hombre,45,cristianismo,129624,casado,ventas,1
12262,12263,13,Palermo,relacion_de_dependencia,30,4_anio,matrimonio_civil,0,hombre,35,cristianismo,97723,casado,reparador,0
12263,12264,13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,hombre,30,cristianismo,143404,con_hijos,inspector,0
12264,12265,14,Palermo,relacion_de_dependencia,56,5_anio,matrimonio_civil,0,hombre,34,cristianismo,127264,casado,reparador,0
12265,12266,13,Palermo,relacion_de_dependencia,28,4_anio,matrimonio_civil,0,hombre,35,cristianismo,179191,casado,reparador,0
12266,12267,17,Palermo,relacion_de_dependencia,23,universidad_3_anio,sin_matrimonio,0,hombre,35,cristianismo,230824,sin_familia,reparador,0
12267,12268,16,Palermo,relacion_de_dependencia,34,universidad_2_anio,matrimonio_civil,0,hombre,60,cristianismo,410615,casado,directivo_gerente,1
12268,12269,17,Palermo,relacion_de_dependencia,43,universidad_3_anio,matrimonio_civil,-1977,hombre,40,judaismo,224998,casado,directivo_gerente,1
12269,12270,13,Palermo,monotibutista,60,4_anio,matrimonio_civil,0,hombre,20,cristianismo,54553,casado,reparador,0
12270,12271,14,Palermo,empleado_municipal,43,5_anio,matrimonio_civil,0,hombre,40,cristianismo,225165,casado,seguridad,1
12271,12272,13,Palermo,responsable_inscripto,60,4_anio,matrimonio_civil,0,mujer,40,cristianismo,75257,casada,reparador,1
12272,12273,13,Palermo,relacion_de_dependencia,42,4_anio,matrimonio_civil,0,hombre,85,cristianismo,33155,casado,reparador,0
12273,12274,14,Palermo,empleado_municipal,32,5_anio,divorciado,-1408,hombre,40,cristianismo,450141,sin_familia,seguridad,0
12274,12275,14,Belgrano,relacion_de_dependencia,31,5_anio,matrimonio_civil,0,hombre,40,cristianismo,441949,casado,soporte_tecnico,1
12275,12276,13,Balvanera,relacion_de_dependencia,25,4_anio,sin_matrimonio,0,hombre,36,cristianismo,131341,sin_familia,sector_primario,0
12276,12277,12,Palermo,relacion_de_dependencia,25,3_anio,matrimonio_civil,3103,hombre,40,judaismo,227548,casado,otros,0
12277,12278,16,Palermo,responsable_inscripto,41,universidad_2_anio,matrimonio_civil,-1977,hombre,50,cristianismo,38876,casado,sector_primario,1
12278,12279,14,Palermo,relacion_de_dependencia,26,5_anio,sin_matrimonio,0,hombre,40,cristianismo,143756,sin_familia,otros,0
12279,12280,17,Palermo,empleado_municipal,45,universidad_3_anio,matrimonio_civil,7688,hombre,65,judaismo,308275,casado,directivo_gerente,1
12280,12281,13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,hombre,45,cristianismo,173586,casado,reparador,0
12281,12282,9,Palermo,relacion_de_dependencia,21,9_grado,sin_matrimonio,0,hombre,40,cristianismo,196074,otro,otros,0
12282,12283,13,Palermo,empleadao_estatal,39,4_anio,matrimonio_civil,0,hombre,40,cristianismo,178877,casado,soporte_tecnico,1
12283,12284,17,Palermo,relacion_de_dependencia,22,universidad_3_anio,sin_matrimonio,0,hombre,45,cristianismo,285580,con_hijos,directivo_gerente,0
12284,12285,17,Villa Urquiza,monotibutista,66,universidad_3_anio,matrimonio_civil,2290,hombre,40,cristianismo,219220,casado,reparador,0
12285,12286,14,Belgrano,empleadao_estatal,32,5_anio,divorciado,0,hombre,40,cristianismo,228696,soltero_a,entretenimiento,0
12286,12287,10,Palermo,relacion_de_dependencia,39,1_anio,matrimonio_civil,0,hombre,40,cristianismo,185405,casado,reparador,0
12287,12288,14,Palermo,responsable_inscripto,41,5_anio,matrimonio_civil,0,hombre,50,cristianismo,240124,casado,sector_primario,0
12288,12289,13,Puerto Madero,No respondio,26,4_anio,sin_matrimonio,0,hombre,40,cristianismo,96130,sin_familia,No respondio,0
12289,12290,14,Palermo,relacion_de_dependencia,31,5_anio,divorciado,0,mujer,40,cristianismo,329172,soltero_a,entretenimiento,0
12290,12291,11,Palermo,relacion_de_dependencia,27,2_anio,sin_matrimonio,0,hombre,40,otro,147280,con_hijos,otros,0
12291,12292,17,Palermo,relacion_de_dependencia,34,universidad_3_anio,matrimonio_civil,0,hombre,45,cristianismo,197252,casado,directivo_gerente,1
12292,12293,18,Palermo,empleado_provincial,43,universidad_4_anio,matrimonio_civil,0,hombre,50,cristianismo,118544,casado,directivo_gerente,1
12293,12294,13,Palermo,relacion_de_dependencia,56,4_anio,sin_matrimonio,0,mujer,35,cristianismo,183169,con_hijos,entretenimiento,0
12294,12295,13,Palermo,relacion_de_dependencia,34,4_anio,matrimonio_civil,-1672,mujer,40,judaismo,205810,casada,limpiador,0
12295,12296,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,hombre,40,cristianismo,132556,sin_familia,limpiador,0
12296,12297,13,Palermo,relacion_de_dependencia,29,4_anio,sin_matrimonio,0,mujer,40,cristianismo,438429,soltero_a,entretenimiento,0
12297,12298,16,Palermo,relacion_de_dependencia,34,universidad_2_anio,sin_matrimonio,0,mujer,40,cristianismo,104293,soltero_a,soporte_tecnico,0
12298,12299,17,Palermo,relacion_de_dependencia,37,universidad_3_anio,sin_matrimonio,0,mujer,40,judaismo,506830,sin_familia,entretenimiento,0
12299,12300,16,Palermo,relacion_de_dependencia,42,universidad_2_anio,matrimonio_civil,0,hombre,45,cristianismo,56072,casado,ventas,0
12300,12301,13,La Boca,empleado_municipal,51,4_anio,separado,0,mujer,40,cristianismo,164300,soltero_a,entretenimiento,0
12301,12302,13,Palermo,relacion_de_dependencia,34,4_anio,divorciado,0,mujer,40,judaismo,274577,soltero_a,entretenimiento,0
12302,12303,9,Palermo,monotibutista,60,9_grado,matrimonio_civil,0,hombre,70,cristianismo,36568,casado,transporte,0
12303,12304,13,Belgrano,relacion_de_dependencia,41,4_anio,sin_matrimonio,0,hombre,40,cristianismo,223548,soltero_a,reparador,0
12304,12305,17,Palermo,empleado_municipal,27,universidad_3_anio,matrimonio_civil,0,hombre,40,judaismo,478277,casado,profesional_especializado,0
12305,12306,14,Palermo,relacion_de_dependencia,46,5_anio,sin_matrimonio,2354,mujer,40,cristianismo,254672,sin_familia,inspector,0
12306,12307,13,Palermo,relacion_de_dependencia,22,4_anio,divorciado,0,mujer,35,cristianismo,171538,con_hijos,otros,0
12307,12308,10,Palermo,No respondio,17,1_anio,sin_matrimonio,0,hombre,40,cristianismo,220302,con_hijos,No respondio,0
12308,12309,11,Palermo,relacion_de_dependencia,18,2_anio,sin_matrimonio,0,hombre,15,cristianismo,87135,con_hijos,otros,0
12309,12310,13,Palermo,monotibutista,46,4_anio,matrimonio_civil,0,hombre,40,cristianismo,138626,casado,directivo_gerente,0
12310,12311,17,Palermo,relacion_de_dependencia,40,universidad_3_anio,sin_matrimonio,0,hombre,30,cristianismo,179069,sin_familia,profesional_especializado,0
12311,12312,17,Palermo,relacion_de_dependencia,24,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,88824,sin_familia,soporte_tecnico,0
12312,12313,14,Palermo,monotibutista,28,5_anio,sin_matrimonio,0,hombre,30,cristianismo,159623,con_hijos,profesional_especializado,0
12313,12314,14,Palermo,No respondio,67,5_anio,matrimonio_civil,0,hombre,15,cristianismo,350525,casado,No respondio,0
12314,12315,13,Palermo,monotibutista,53,4_anio,matrimonio_civil,0,hombre,99,cristianismo,276369,casado,sector_primario,0
12315,12316,14,Palermo,relacion_de_dependencia,25,5_anio,sin_matrimonio,0,mujer,65,cristianismo,96862,sin_familia,profesional_especializado,0
12316,12317,13,Palermo,relacion_de_dependencia,18,4_anio,sin_matrimonio,0,mujer,20,cristianismo,245486,con_hijos,otros,0
12317,12318,14,Palermo,empleado_municipal,64,5_anio,matrimonio_civil,0,hombre,35,cristianismo,209899,casado,seguridad,1
12318,12319,17,Palermo,relacion_de_dependencia,45,universidad_3_anio,sin_matrimonio,0,mujer,44,judaismo,306122,sin_familia,otros,0
12319,12320,11,Palermo,relacion_de_dependencia,32,2_anio,divorciado,0,hombre,45,judaismo,240763,con_hijos,transporte,0
12320,12321,13,Palermo,relacion_de_dependencia,30,4_anio,sin_matrimonio,0,mujer,30,cristianismo,323069,sin_familia,entretenimiento,0
12321,12322,13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,hombre,45,cristianismo,179579,casado,entretenimiento,0
12322,12323,14,Palermo,No respondio,46,5_anio,divorciado,0,hombre,40,cristianismo,162034,sin_familia,No respondio,0
12323,12324,13,Belgrano,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,mujer,28,cristianismo,291181,otro,ventas,0
12324,12325,17,Palermo,relacion_de_dependencia,31,universidad_3_anio,sin_matrimonio,10520,mujer,40,cristianismo,356823,sin_familia,soporte_tecnico,1
12325,12326,14,Palermo,relacion_de_dependencia,39,5_anio,matrimonio_civil,0,hombre,60,cristianismo,312271,casado,ventas,0
12326,12327,17,Palermo,relacion_de_dependencia,33,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,182714,sin_familia,directivo_gerente,0
12327,12328,13,Palermo,relacion_de_dependencia,25,4_anio,sin_matrimonio,0,hombre,45,cristianismo,184569,otro,limpiador,0
12328,12329,13,Villa Pueyrredon,relacion_de_dependencia,55,4_anio,divorciado,0,mujer,40,cristianismo,129762,otro,otros,0
12329,12330,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,hombre,40,cristianismo,216867,con_hijos,transporte,0
12330,12331,14,Palermo,monotibutista,45,5_anio,matrimonio_civil,0,hombre,65,cristianismo,155489,casado,ventas,0
12331,12332,14,Palermo,relacion_de_dependencia,42,5_anio,matrimonio_civil,0,mujer,48,judaismo,256179,casada,inspector,0
12332,12333,10,Palermo,relacion_de_dependencia,65,1_anio,divorciado,0,hombre,64,judaismo,51063,sin_familia,otros,0
12333,12334,17,Palermo,empleado_provincial,37,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,164898,casado,profesional_especializado,1
12334,12335,13,La Boca,relacion_de_dependencia,28,4_anio,matrimonio_civil,0,hombre,50,cristianismo,202206,casado,inspector,0
12335,12336,8,Palermo,relacion_de_dependencia,48,7-8_grado,matrimonio_civil,0,mujer,15,judaismo,115358,casada,servicio_domestico,0
12336,12337,18,Palermo,empleado_municipal,43,universidad_4_anio,divorciado,0,mujer,65,cristianismo,343068,sin_familia,profesional_especializado,0
12337,12338,13,Palermo,relacion_de_dependencia,44,4_anio,sin_matrimonio,0,mujer,40,cristianismo,152908,otro,entretenimiento,0
12338,12339,18,Palermo,empleado_municipal,58,universidad_4_anio,matrimonio_civil,7688,hombre,45,judaismo,217802,casado,profesional_especializado,1
12339,12340,17,Palermo,monotibutista,70,universidad_3_anio,viudo_a,0,mujer,30,cristianismo,380498,sin_familia,profesional_especializado,0
12340,12341,18,Palermo,empleado_municipal,28,universidad_4_anio,sin_matrimonio,0,hombre,55,cristianismo,257124,sin_familia,profesional_especializado,0
12341,12342,19,Palermo,empleado_municipal,46,universiada_5_anio,separado,4650,hombre,40,judaismo,313635,sin_familia,profesional_especializado,0
12342,12343,14,Palermo,relacion_de_dependencia,33,5_anio,divorciado,0,mujer,55,cristianismo,168906,soltero_a,otros,0
12343,12344,17,Palermo,empleado_municipal,35,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,99146,casado,seguridad,1
12344,12345,11,Palermo,relacion_de_dependencia,18,2_anio,sin_matrimonio,0,hombre,40,cristianismo,190325,con_hijos,profesional_especializado,0
12345,12346,10,Palermo,relacion_de_dependencia,29,1_anio,divorciado,0,mujer,30,cristianismo,272715,sin_familia,otros,0
12346,12347,13,Palermo,relacion_de_dependencia,29,4_anio,sin_matrimonio,0,mujer,40,judaismo,118598,soltero_a,inspector,0
12347,12348,13,Palermo,relacion_de_dependencia,59,4_anio,matrimonio_civil,0,hombre,40,cristianismo,97213,casado,sector_primario,0
12348,12349,13,Palermo,relacion_de_dependencia,29,4_anio,matrimonio_civil,0,hombre,40,cristianismo,39388,casado,sector_primario,0
12349,12350,11,Palermo,relacion_de_dependencia,22,2_anio,divorciado,0,mujer,25,cristianismo,190916,otro,ventas,0
12350,12351,13,Palermo,relacion_de_dependencia,34,4_anio,matrimonio_civil,0,hombre,45,cristianismo,61308,casado,directivo_gerente,1
12351,12352,13,Palermo,relacion_de_dependencia,30,4_anio,matrimonio_civil,0,mujer,40,cristianismo,27856,casada,entretenimiento,0
12352,12353,14,Palermo,empleado_provincial,54,5_anio,matrimonio_civil,-1902,hombre,40,cristianismo,151580,casado,profesional_especializado,0
12353,12354,11,Palermo,relacion_de_dependencia,38,2_anio,divorciado,0,hombre,55,cristianismo,248011,soltero_a,transporte,0
12354,12355,13,Palermo,relacion_de_dependencia,44,4_anio,matrimonio_civil,0,hombre,60,cristianismo,188615,casado,ventas,0
12355,12356,13,Palermo,relacion_de_dependencia,30,4_anio,sin_matrimonio,0,hombre,60,cristianismo,62932,con_hijos,sector_primario,0
12356,12357,13,Palermo,relacion_de_dependencia,28,4_anio,matrimonio_civil,0,mujer,15,cristianismo,32510,casada,entretenimiento,0
12357,12358,14,Palermo,No respondio,60,5_anio,viudo_a,0,mujer,54,judaismo,155977,soltero_a,No respondio,0
12358,12359,13,Palermo,empleadao_estatal,57,4_anio,matrimonio_civil,0,hombre,40,cristianismo,250873,casado,transporte,1
12359,12360,13,Palermo,relacion_de_dependencia,38,4_anio,sin_matrimonio,0,hombre,60,cristianismo,257942,sin_familia,entretenimiento,0
12360,12361,8,Palermo,relacion_de_dependencia,43,7-8_grado,divorciado,0,mujer,40,judaismo,334141,soltero_a,otros,0
12361,12362,11,Palermo,No respondio,22,2_anio,matrimonio_civil,0,mujer,20,cristianismo,144210,casada,No respondio,0
12362,12363,20,Palermo,relacion_de_dependencia,34,universiada_6_anio,sin_matrimonio,0,mujer,40,cristianismo,87535,sin_familia,directivo_gerente,0
12363,12364,14,Palermo,relacion_de_dependencia,46,5_anio,divorciado,0,hombre,50,cristianismo,222011,sin_familia,directivo_gerente,0
12364,12365,13,Palermo,relacion_de_dependencia,44,4_anio,divorciado,0,mujer,40,cristianismo,33895,soltero_a,otros,0
12365,12366,14,Palermo,relacion_de_dependencia,23,5_anio,sin_matrimonio,0,hombre,40,cristianismo,168997,con_hijos,directivo_gerente,0
12366,12367,18,Palermo,empleado_municipal,50,universidad_4_anio,sin_matrimonio,0,mujer,50,cristianismo,163576,sin_familia,profesional_especializado,0
12367,12368,8,Palermo,relacion_de_dependencia,72,7-8_grado,matrimonio_civil,0,hombre,20,cristianismo,98035,casado,otros,0
12368,12369,15,Palermo,No respondio,20,universidad_1_anio,sin_matrimonio,0,mujer,40,cristianismo,41356,sin_familia,No respondio,0
12369,12370,13,Palermo,relacion_de_dependencia,24,4_anio,sin_matrimonio,0,hombre,40,cristianismo,245361,con_hijos,sector_primario,0
12370,12371,13,Otro Barrio,relacion_de_dependencia,35,4_anio,sin_matrimonio,0,hombre,40,cristianismo,109133,sin_familia,otros,0
12371,12372,9,Palermo,No respondio,62,9_grado,matrimonio_civil,0,hombre,21,cristianismo,111563,casado,No respondio,0
12372,12373,14,Palermo,monotibutista,75,5_anio,matrimonio_civil,-2149,hombre,35,cristianismo,124256,casado,directivo_gerente,1
12373,12374,14,Palermo,No respondio,21,5_anio,sin_matrimonio,0,mujer,15,cristianismo,227521,con_hijos,No respondio,0
12374,12375,13,Palermo,monotibutista,60,4_anio,matrimonio_civil,0,hombre,30,cristianismo,197060,casado,reparador,0
12375,12376,13,Palermo,relacion_de_dependencia,18,4_anio,sin_matrimonio,2176,hombre,25,cristianismo,332125,otro,inspector,0
12376,12377,13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,mujer,15,judaismo,348867,otro,ventas,0
12377,12378,14,Palermo,responsable_inscripto,31,5_anio,divorciado,0,mujer,40,cristianismo,118584,sin_familia,directivo_gerente,0
12378,12379,17,Boedo,monotibutista,36,universidad_3_anio,divorciado,0,mujer,8,budismo,110622,soltero_a,ventas,0
12379,12380,17,Palermo,relacion_de_dependencia,24,universidad_3_anio,sin_matrimonio,0,mujer,32,cristianismo,43535,sin_familia,otros,0
12380,12381,13,Palermo,relacion_de_dependencia,62,4_anio,divorciado,-1741,hombre,40,cristianismo,84784,soltero_a,inspector,0
12381,12382,13,Palermo,relacion_de_dependencia,25,4_anio,matrimonio_civil,3137,hombre,40,judaismo,266600,casado,entretenimiento,0
12382,12383,17,Palermo,relacion_de_dependencia,28,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,106935,casado,ventas,1
12383,12384,14,Palermo,relacion_de_dependencia,56,5_anio,matrimonio_civil,0,hombre,45,cristianismo,265518,casado,profesional_especializado,1
12384,12385,15,Palermo,relacion_de_dependencia,38,universidad_1_anio,viudo_a,0,hombre,40,cristianismo,289653,sin_familia,inspector,0
12385,12386,18,Otro Barrio,relacion_de_dependencia,32,universidad_4_anio,matrimonio_civil,-1848,hombre,60,cristianismo,340917,casado,profesional_especializado,1
12386,12387,12,Palermo,relacion_de_dependencia,41,3_anio,matrimonio_civil,0,hombre,40,cristianismo,56651,casado,reparador,0
12387,12388,4,Belgrano,relacion_de_dependencia,33,1-4_grado,pareja_no_presente,0,hombre,40,cristianismo,374833,soltero_a,sector_primario,0
12388,12389,13,Palermo,relacion_de_dependencia,38,4_anio,sin_matrimonio,0,mujer,30,cristianismo,210198,soltero_a,ventas,0
12389,12390,13,Palermo,relacion_de_dependencia,44,4_anio,sin_matrimonio,0,mujer,20,cristianismo,240448,con_hijos,limpiador,0
12390,12391,14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,mujer,30,cristianismo,206869,con_hijos,ventas,0
12391,12392,19,Palermo,responsable_inscripto,72,universiada_5_anio,matrimonio_civil,20051,hombre,48,cristianismo,149689,casado,profesional_especializado,1
12392,12393,14,Palermo,relacion_de_dependencia,72,5_anio,matrimonio_civil,2653,hombre,40,cristianismo,75594,casado,reparador,0
12393,12394,19,Palermo,relacion_de_dependencia,37,universiada_5_anio,matrimonio_civil,0,mujer,60,cristianismo,110331,casada,otros,0
12394,12395,14,Palermo,relacion_de_dependencia,54,5_anio,matrimonio_civil,0,hombre,40,cristianismo,353787,casado,entretenimiento,0
12395,12396,13,Palermo,relacion_de_dependencia,48,4_anio,matrimonio_civil,0,hombre,40,cristianismo,142909,casado,soporte_tecnico,0
12396,12397,14,Palermo,relacion_de_dependencia,40,5_anio,divorciado,0,mujer,20,cristianismo,54102,sin_familia,ventas,0
12397,12398,15,Otro Barrio,responsable_inscripto,36,universidad_1_anio,divorciado,0,mujer,40,cristianismo,339116,sin_familia,directivo_gerente,0
12398,12399,8,Palermo,No respondio,60,7-8_grado,matrimonio_civil,0,hombre,40,cristianismo,50783,casado,No respondio,0
12399,12400,13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,hombre,40,judaismo,415500,casado,reparador,0
12400,12401,17,Barracas,relacion_de_dependencia,41,universidad_3_anio,matrimonio_civil,0,hombre,60,budismo,79586,casado,profesional_especializado,1
12401,12402,14,Palermo,relacion_de_dependencia,52,5_anio,matrimonio_civil,0,hombre,56,judaismo,142757,casado,profesional_especializado,1
12402,12403,13,Palermo,relacion_de_dependencia,37,4_anio,divorciado,0,hombre,75,cristianismo,91716,soltero_a,ventas,0
12403,12404,13,Palermo,relacion_de_dependencia,22,4_anio,matrimonio_civil,0,mujer,30,cristianismo,376393,casada,entretenimiento,0
12404,12405,14,Villa Pueyrredon,relacion_de_dependencia,59,5_anio,sin_matrimonio,0,mujer,40,cristianismo,129762,soltero_a,entretenimiento,0
12405,12406,14,Palermo,relacion_de_dependencia,34,5_anio,sin_matrimonio,0,mujer,40,judaismo,293017,soltero_a,soporte_tecnico,0
12406,12407,17,Palermo,monotibutista,42,universidad_3_anio,divorciado,0,mujer,30,cristianismo,54583,soltero_a,profesional_especializado,0
12407,12408,13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,mujer,40,cristianismo,54472,sin_familia,otros,0
12408,12409,16,Palermo,No respondio,22,universidad_2_anio,sin_matrimonio,0,mujer,5,cristianismo,129767,con_hijos,No respondio,0
12409,12410,11,Belgrano,relacion_de_dependencia,40,2_anio,matrimonio_civil,0,hombre,45,cristianismo,109217,casado,reparador,0
12410,12411,17,Palermo,relacion_de_dependencia,32,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,189265,sin_familia,entretenimiento,0
12411,12412,17,Palermo,relacion_de_dependencia,32,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,221680,sin_familia,inspector,0
12412,12413,13,Chacarita,relacion_de_dependencia,46,4_anio,matrimonio_civil,0,hombre,35,cristianismo,200947,casado,limpiador,0
12413,12414,14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,mujer,20,cristianismo,402136,con_hijos,directivo_gerente,0
12414,12415,13,Otro Barrio,relacion_de_dependencia,30,4_anio,sin_matrimonio,0,hombre,40,cristianismo,119411,sin_familia,otros,0
12415,12416,14,Palermo,monotibutista,47,5_anio,divorciado,0,hombre,30,cristianismo,136258,sin_familia,otros,0
12416,12417,14,Palermo,relacion_de_dependencia,53,5_anio,matrimonio_civil,0,hombre,47,cristianismo,35459,casado,reparador,0
12417,12418,17,Palermo,relacion_de_dependencia,31,universidad_3_anio,matrimonio_civil,7688,hombre,55,cristianismo,157640,casado,ventas,1
12418,12419,16,Palermo,relacion_de_dependencia,39,universidad_2_anio,sin_matrimonio,0,hombre,20,cristianismo,181384,sin_familia,entretenimiento,0
12419,12420,13,Palermo,relacion_de_dependencia,50,4_anio,matrimonio_civil,0,mujer,30,budismo,81253,casada,otros,0
12420,12421,14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,hombre,35,cristianismo,152668,sin_familia,otros,0
12421,12422,10,Palermo,No respondio,17,1_anio,sin_matrimonio,0,mujer,20,cristianismo,387063,con_hijos,No respondio,0
12422,12423,17,Palermo,No respondio,73,universidad_3_anio,viudo_a,0,mujer,7,cristianismo,132256,soltero_a,No respondio,0
12423,12424,18,Palermo,relacion_de_dependencia,39,universidad_4_anio,matrimonio_civil,-1977,hombre,55,cristianismo,106964,casado,ventas,1
12424,12425,13,Palermo,No respondio,21,4_anio,pareja_no_presente,0,mujer,40,cristianismo,214238,con_hijos,No respondio,0
12425,12426,14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,23,cristianismo,218068,con_hijos,transporte,0
12426,12427,13,Palermo,relacion_de_dependencia,33,4_anio,sin_matrimonio,0,hombre,60,cristianismo,162572,sin_familia,transporte,0
12427,12428,16,Palermo,monotibutista,74,universidad_2_anio,matrimonio_civil,0,hombre,30,cristianismo,160009,casado,directivo_gerente,1
12428,12429,14,Palermo,relacion_de_dependencia,25,5_anio,divorciado,0,hombre,40,cristianismo,164488,sin_familia,reparador,0
12429,12430,13,Palermo,No respondio,51,4_anio,matrimonio_civil,0,mujer,3,cristianismo,209794,casada,No respondio,0
